subject	BlockReport	condition	trial_num	yn	setsize	response	error	message	feedback	rt
2	experiment	RVvGV	226	0	12	1	0	TNEG	TNEG	636
2	experiment	RVvGV	227	1	6	40	0	HIT	HIT	377
2	experiment	RVvGV	228	1	3	40	0	HIT	HIT	341
2	experiment	RVvGV	229	1	3	40	0	HIT	HIT	421
2	experiment	RVvGV	230	1	12	40	0	HIT	HIT	345
2	experiment	RVvGV	231	1	12	40	0	HIT	HIT	365
2	experiment	RVvGV	232	0	6	1	0	TNEG	TNEG	441
2	experiment	RVvGV	233	0	6	1	0	TNEG	TNEG	560
2	experiment	RVvGV	234	1	12	40	0	HIT	HIT	353
2	experiment	RVvGV	235	0	3	1	0	TNEG	TNEG	445
2	experiment	RVvGV	236	1	12	40	0	HIT	HIT	345
2	experiment	RVvGV	237	1	18	40	0	HIT	HIT	452
2	experiment	RVvGV	238	1	12	40	0	HIT	HIT	509
2	experiment	RVvGV	239	0	3	1	0	TNEG	TNEG	828
2	experiment	RVvGV	240	0	18	1	0	TNEG	TNEG	439
2	experiment	RVvGV	241	0	18	1	0	TNEG	TNEG	353
2	experiment	RVvGV	242	1	3	40	0	HIT	HIT	361
2	experiment	RVvGV	243	0	12	1	0	TNEG	TNEG	500
2	experiment	RVvGV	244	0	6	1	0	TNEG	TNEG	569
2	experiment	RVvGV	245	0	3	1	0	TNEG	TNEG	461
2	experiment	RVvGV	246	1	18	40	0	HIT	HIT	396
2	experiment	RVvGV	247	0	12	1	0	TNEG	TNEG	484
2	experiment	RVvGV	248	1	3	40	0	HIT	HIT	413
2	experiment	RVvGV	249	1	12	40	0	HIT	HIT	389
2	experiment	RVvGV	250	0	3	1	0	TNEG	TNEG	417
2	experiment	RVvGV	251	0	18	1	0	TNEG	TNEG	1737
2	experiment	RVvGV	252	0	18	1	0	TNEG	TNEG	433
2	experiment	RVvGV	253	0	3	1	0	TNEG	TNEG	396
2	experiment	RVvGV	254	0	18	1	0	TNEG	TNEG	357
2	experiment	RVvGV	255	0	18	1	0	TNEG	TNEG	340
2	experiment	RVvGV	256	1	18	40	0	HIT	HIT	333
2	experiment	RVvGV	257	1	6	40	0	HIT	HIT	337
2	experiment	RVvGV	258	1	3	40	0	HIT	HIT	294
2	experiment	RVvGV	259	1	3	40	0	HIT	HIT	341
2	experiment	RVvGV	260	1	3	40	0	HIT	HIT	361
2	experiment	RVvGV	261	0	3	1	0	TNEG	TNEG	449
2	experiment	RVvGV	262	1	18	40	0	HIT	HIT	340
2	experiment	RVvGV	263	0	18	1	0	TNEG	TNEG	425
2	experiment	RVvGV	264	1	18	40	0	HIT	HIT	357
2	experiment	RVvGV	265	1	6	40	0	HIT	HIT	318
2	experiment	RVvGV	266	1	3	40	0	HIT	HIT	329
2	experiment	RVvGV	267	1	18	40	0	HIT	HIT	360
2	experiment	RVvGV	268	0	18	1	0	TNEG	TNEG	468
2	experiment	RVvGV	269	1	6	40	0	HIT	HIT	373
2	experiment	RVvGV	270	0	12	1	0	TNEG	TNEG	441
2	experiment	RVvGV	271	0	12	1	0	TNEG	TNEG	457
2	experiment	RVvGV	272	0	3	1	0	TNEG	TNEG	354
2	experiment	RVvGV	273	0	3	1	0	TNEG	TNEG	373
2	experiment	RVvGV	274	1	12	40	0	HIT	HIT	401
2	experiment	RVvGV	275	1	6	40	0	HIT	HIT	477
2	experiment	RVvGV	276	0	12	1	0	TNEG	TNEG	452
2	experiment	RVvGV	277	0	18	1	0	TNEG	TNEG	540
2	experiment	RVvGV	278	1	12	40	0	HIT	HIT	389
2	experiment	RVvGV	279	1	3	40	0	HIT	HIT	810
2	experiment	RVvGV	280	1	3	40	0	HIT	HIT	381
2	experiment	RVvGV	281	1	6	40	0	HIT	HIT	349
2	experiment	RVvGV	282	1	12	40	0	HIT	HIT	301
2	experiment	RVvGV	283	0	3	1	0	TNEG	TNEG	433
2	experiment	RVvGV	284	0	3	1	0	TNEG	TNEG	385
2	experiment	RVvGV	285	0	18	1	0	TNEG	TNEG	425
2	experiment	RVvGV	286	1	12	40	0	HIT	HIT	412
2	experiment	RVvGV	287	0	3	1	0	TNEG	TNEG	373
2	experiment	RVvGV	288	0	12	1	0	TNEG	TNEG	429
2	experiment	RVvGV	289	0	12	1	0	TNEG	TNEG	353
2	experiment	RVvGV	290	0	18	1	0	TNEG	TNEG	393
2	experiment	RVvGV	291	0	3	1	0	TNEG	TNEG	421
2	experiment	RVvGV	292	1	3	40	0	HIT	HIT	640
2	experiment	RVvGV	293	0	6	1	0	TNEG	TNEG	325
2	experiment	RVvGV	294	0	6	1	0	TNEG	TNEG	405
2	experiment	RVvGV	295	0	18	1	0	TNEG	TNEG	392
2	experiment	RVvGV	296	0	6	1	0	TNEG	TNEG	341
2	experiment	RVvGV	297	1	12	40	0	HIT	HIT	521
2	experiment	RVvGV	298	0	18	1	0	TNEG	TNEG	437
2	experiment	RVvGV	299	0	6	1	0	TNEG	TNEG	517
2	experiment	RVvGV	300	1	6	40	0	HIT	HIT	392
2	experiment	RVvGV	301	1	6	40	0	HIT	HIT	487
2	experiment	RVvGV	302	0	12	1	0	TNEG	TNEG	328
2	experiment	RVvGV	303	0	18	1	0	TNEG	TNEG	2674
2	experiment	RVvGV	304	1	3	40	0	HIT	HIT	333
2	experiment	RVvGV	305	1	3	40	0	HIT	HIT	456
2	experiment	RVvGV	306	1	3	40	0	HIT	HIT	907
2	experiment	RVvGV	307	1	3	40	0	HIT	HIT	484
2	experiment	RVvGV	308	1	18	40	0	HIT	HIT	341
2	experiment	RVvGV	309	1	3	40	0	HIT	HIT	326
2	experiment	RVvGV	310	0	12	1	0	TNEG	TNEG	409
2	experiment	RVvGV	311	1	3	40	0	HIT	HIT	677
2	experiment	RVvGV	312	1	12	40	0	HIT	HIT	392
2	experiment	RVvGV	313	1	3	40	0	HIT	HIT	325
2	experiment	RVvGV	314	1	6	40	0	HIT	HIT	311
2	experiment	RVvGV	315	1	12	40	0	HIT	HIT	325
2	experiment	RVvGV	316	0	6	1	0	TNEG	TNEG	425
2	experiment	RVvGV	317	1	3	40	0	HIT	HIT	337
2	experiment	RVvGV	318	0	18	1	0	TNEG	TNEG	429
2	experiment	RVvGV	319	0	12	1	0	TNEG	TNEG	337
2	experiment	RVvGV	320	1	3	40	0	HIT	HIT	333
2	experiment	RVvGV	321	1	12	1	1	MISS	MISS	293
2	experiment	RVvGV	322	0	18	1	0	TNEG	TNEG	448
2	experiment	RVvGV	323	1	12	40	0	HIT	HIT	341
2	experiment	RVvGV	324	0	12	1	0	TNEG	TNEG	417
2	experiment	RVvGV	325	1	18	40	0	HIT	HIT	388
2	experiment	RVvGV	326	1	3	40	0	HIT	HIT	624
2	experiment	RVvGV	327	0	6	1	0	TNEG	TNEG	401
2	experiment	RVvGV	328	0	3	1	0	TNEG	TNEG	589
2	experiment	RVvGV	329	0	18	1	0	TNEG	TNEG	369
2	experiment	RVvGV	330	1	3	40	0	HIT	HIT	697
2	experiment	RVvGV	331	0	12	1	0	TNEG	TNEG	460
2	experiment	RVvGV	332	0	3	1	0	TNEG	TNEG	373
2	experiment	RVvGV	333	1	18	40	0	HIT	HIT	413
2	experiment	RVvGV	334	1	18	40	0	HIT	HIT	321
2	experiment	RVvGV	335	1	18	40	0	HIT	HIT	401
2	experiment	RVvGV	336	0	3	1	0	TNEG	TNEG	848
2	experiment	RVvGV	337	1	18	40	0	HIT	HIT	353
2	experiment	RVvGV	338	0	12	1	0	TNEG	TNEG	664
2	experiment	RVvGV	339	0	12	1	0	TNEG	TNEG	1063
2	experiment	RVvGV	340	0	6	1	0	TNEG	TNEG	385
2	experiment	RVvGV	341	0	6	1	0	TNEG	TNEG	413
2	experiment	RVvGV	342	0	12	1	0	TNEG	TNEG	397
2	experiment	RVvGV	343	0	18	1	0	TNEG	TNEG	320
2	experiment	RVvGV	344	1	18	40	0	HIT	HIT	508
2	experiment	RVvGV	345	0	3	1	0	TNEG	TNEG	429
2	experiment	RVvGV	346	1	3	40	0	HIT	HIT	489
2	experiment	RVvGV	347	0	6	1	0	TNEG	TNEG	469
2	experiment	RVvGV	348	1	12	40	0	HIT	HIT	362
2	experiment	RVvGV	349	1	3	40	0	HIT	HIT	325
2	experiment	RVvGV	350	0	18	1	0	TNEG	TNEG	372
2	experiment	RVvGV	351	1	3	40	0	HIT	HIT	369
2	experiment	RVvGV	352	1	12	40	0	HIT	HIT	425
2	experiment	RVvGV	353	1	3	40	0	HIT	HIT	341
2	experiment	RVvGV	354	1	6	40	0	HIT	HIT	318
2	experiment	RVvGV	355	0	6	1	0	TNEG	TNEG	365
2	experiment	RVvGV	356	1	18	40	0	HIT	HIT	325
2	experiment	RVvGV	357	1	6	40	0	HIT	HIT	357
2	experiment	RVvGV	358	0	6	1	0	TNEG	TNEG	533
2	experiment	RVvGV	359	0	3	1	0	TNEG	TNEG	1151
2	experiment	RVvGV	360	0	6	1	0	TNEG	TNEG	429
2	experiment	RVvGV	361	1	6	40	0	HIT	HIT	381
2	experiment	RVvGV	362	0	12	1	0	TNEG	TNEG	420
2	experiment	RVvGV	363	0	18	1	0	TNEG	TNEG	333
2	experiment	RVvGV	364	1	3	40	0	HIT	HIT	397
2	experiment	RVvGV	365	1	12	40	0	HIT	HIT	384
2	experiment	RVvGV	366	0	12	1	0	TNEG	TNEG	460
2	experiment	RVvGV	367	0	12	1	0	TNEG	TNEG	856
2	experiment	RVvGV	368	1	3	40	0	HIT	HIT	317
2	experiment	RVvGV	369	1	12	40	0	HIT	HIT	373
2	experiment	RVvGV	370	1	6	40	0	HIT	HIT	421
2	experiment	RVvGV	371	0	6	1	0	TNEG	TNEG	485
2	experiment	RVvGV	372	1	3	40	0	HIT	HIT	385
2	experiment	RVvGV	373	1	18	40	0	HIT	HIT	604
2	experiment	RVvGV	374	1	3	40	0	HIT	HIT	401
2	experiment	RVvGV	375	1	6	40	0	HIT	HIT	589
2	experiment	RVvGV	376	0	6	1	0	TNEG	TNEG	481
2	experiment	RVvGV	377	1	12	40	0	HIT	HIT	353
2	experiment	RVvGV	378	0	12	1	0	TNEG	TNEG	3245
2	experiment	RVvGV	379	1	12	40	0	HIT	HIT	536
2	experiment	RVvGV	380	0	12	1	0	TNEG	TNEG	1187
2	experiment	RVvGV	381	1	12	40	0	HIT	HIT	348
2	experiment	RVvGV	382	0	6	1	0	TNEG	TNEG	509
2	experiment	RVvGV	383	0	3	1	0	TNEG	TNEG	445
2	experiment	RVvGV	384	0	18	1	0	TNEG	TNEG	452
2	experiment	RVvGV	385	1	6	40	0	HIT	HIT	377
2	experiment	RVvGV	386	1	18	40	0	HIT	HIT	357
2	experiment	RVvGV	387	0	12	1	0	TNEG	TNEG	560
2	experiment	RVvGV	388	1	6	40	0	HIT	HIT	341
2	experiment	RVvGV	389	1	6	40	0	HIT	HIT	353
2	experiment	RVvGV	390	1	12	40	0	HIT	HIT	477
2	experiment	RVvGV	391	1	18	40	0	HIT	HIT	393
2	experiment	RVvGV	392	0	3	1	0	TNEG	TNEG	666
2	experiment	RVvGV	393	0	6	1	0	TNEG	TNEG	557
2	experiment	RVvGV	394	0	3	1	0	TNEG	TNEG	525
2	experiment	RVvGV	395	0	18	1	0	TNEG	TNEG	632
2	experiment	RVvGV	396	1	12	40	0	HIT	HIT	369
2	experiment	RVvGV	397	1	3	40	0	HIT	HIT	369
2	experiment	RVvGV	398	0	18	1	0	TNEG	TNEG	1211
2	experiment	RVvGV	399	1	12	40	0	HIT	HIT	417
2	experiment	RVvGV	400	1	18	40	0	HIT	HIT	504
3	practice	RVvGV	1	1	3	40	0	HIT	HIT	1132
3	practice	RVvGV	2	1	18	40	0	HIT	HIT	1378
3	practice	RVvGV	3	1	12	40	0	HIT	HIT	2361
3	practice	RVvGV	4	0	3	1	0	TNEG	TNEG	1495
3	practice	RVvGV	5	1	6	40	0	HIT	HIT	1005
3	practice	RVvGV	6	1	12	40	0	HIT	HIT	871
3	practice	RVvGV	7	1	6	40	0	HIT	HIT	949
3	practice	RVvGV	8	0	6	1	0	TNEG	TNEG	1148
3	practice	RVvGV	9	1	3	40	0	HIT	HIT	927
3	practice	RVvGV	10	1	6	40	0	HIT	HIT	886
3	experiment	RVvGV	1	1	3	40	0	HIT	HIT	815
3	experiment	RVvGV	2	1	3	40	0	HIT	HIT	806
3	experiment	RVvGV	3	0	6	1	0	TNEG	TNEG	1023
3	experiment	RVvGV	4	1	6	40	0	HIT	HIT	1094
3	experiment	RVvGV	5	0	18	1	0	TNEG	TNEG	1183
3	experiment	RVvGV	6	0	3	1	0	TNEG	TNEG	1256
3	experiment	RVvGV	7	0	12	1	0	TNEG	TNEG	1131
3	experiment	RVvGV	8	0	18	1	0	TNEG	TNEG	1342
3	experiment	RVvGV	9	0	12	1	0	TNEG	TNEG	1115
3	experiment	RVvGV	10	0	18	1	0	TNEG	TNEG	1086
3	experiment	RVvGV	11	0	18	1	0	TNEG	TNEG	998
3	experiment	RVvGV	12	0	12	1	0	TNEG	TNEG	1072
3	experiment	RVvGV	13	0	18	1	0	TNEG	TNEG	942
3	experiment	RVvGV	14	0	6	1	0	TNEG	TNEG	910
3	experiment	RVvGV	15	1	12	40	0	HIT	HIT	994
3	experiment	RVvGV	16	1	18	40	0	HIT	HIT	870
3	experiment	RVvGV	17	1	3	40	0	HIT	HIT	1001
3	experiment	RVvGV	18	0	18	1	0	TNEG	TNEG	950
3	experiment	RVvGV	19	1	3	40	0	HIT	HIT	904
3	experiment	RVvGV	20	0	18	1	0	TNEG	TNEG	973
3	experiment	RVvGV	21	0	12	1	0	TNEG	TNEG	2065
3	experiment	RVvGV	22	1	12	40	0	HIT	HIT	905
3	experiment	RVvGV	23	0	18	1	0	TNEG	TNEG	1492
3	experiment	RVvGV	24	0	3	1	0	TNEG	TNEG	904
3	experiment	RVvGV	25	0	3	1	0	TNEG	TNEG	976
3	experiment	RVvGV	26	1	3	40	0	HIT	HIT	952
3	experiment	RVvGV	27	0	6	1	0	TNEG	TNEG	901
3	experiment	RVvGV	28	1	6	40	0	HIT	HIT	1085
3	experiment	RVvGV	29	1	18	40	0	HIT	HIT	972
3	experiment	RVvGV	30	0	12	1	0	TNEG	TNEG	969
3	experiment	RVvGV	31	1	6	40	0	HIT	HIT	901
3	experiment	RVvGV	32	0	3	1	0	TNEG	TNEG	1088
3	experiment	RVvGV	33	1	18	40	0	HIT	HIT	876
3	experiment	RVvGV	34	1	12	40	0	HIT	HIT	832
3	experiment	RVvGV	35	1	3	40	0	HIT	HIT	847
3	experiment	RVvGV	36	0	6	1	0	TNEG	TNEG	1205
3	experiment	RVvGV	37	1	12	40	0	HIT	HIT	1040
3	experiment	RVvGV	38	1	18	40	0	HIT	HIT	979
3	experiment	RVvGV	39	0	18	1	0	TNEG	TNEG	1004
3	experiment	RVvGV	40	1	6	40	0	HIT	HIT	957
3	experiment	RVvGV	41	1	3	40	0	HIT	HIT	1431
3	experiment	RVvGV	42	1	12	40	0	HIT	HIT	807
3	experiment	RVvGV	43	0	12	1	0	TNEG	TNEG	775
3	experiment	RVvGV	44	0	3	1	0	TNEG	TNEG	791
3	experiment	RVvGV	45	1	6	40	0	HIT	HIT	748
3	experiment	RVvGV	46	0	3	1	0	TNEG	TNEG	679
3	experiment	RVvGV	47	0	3	1	0	TNEG	TNEG	751
3	experiment	RVvGV	48	0	12	1	0	TNEG	TNEG	639
3	experiment	RVvGV	49	0	6	1	0	TNEG	TNEG	812
3	experiment	RVvGV	50	0	3	1	0	TNEG	TNEG	791
3	experiment	RVvGV	51	0	18	1	0	TNEG	TNEG	850
3	experiment	RVvGV	52	1	3	40	0	HIT	HIT	839
3	experiment	RVvGV	53	1	6	40	0	HIT	HIT	468
3	experiment	RVvGV	54	1	3	40	0	HIT	HIT	455
3	experiment	RVvGV	55	0	18	1	0	TNEG	TNEG	826
3	experiment	RVvGV	56	0	18	1	0	TNEG	TNEG	770
3	experiment	RVvGV	57	1	12	40	0	HIT	HIT	766
3	experiment	RVvGV	58	0	3	1	0	TNEG	TNEG	743
3	experiment	RVvGV	59	0	12	1	0	TNEG	TNEG	719
3	experiment	RVvGV	60	0	12	1	0	TNEG	TNEG	775
3	experiment	RVvGV	61	0	18	1	0	TNEG	TNEG	753
3	experiment	RVvGV	62	1	6	40	0	HIT	HIT	796
3	experiment	RVvGV	63	0	3	1	0	TNEG	TNEG	735
3	experiment	RVvGV	64	1	12	40	0	HIT	HIT	751
3	experiment	RVvGV	65	0	18	1	0	TNEG	TNEG	794
3	experiment	RVvGV	66	1	18	40	0	HIT	HIT	850
3	experiment	RVvGV	67	1	3	40	0	HIT	HIT	1143
3	experiment	RVvGV	68	1	12	40	0	HIT	HIT	848
3	experiment	RVvGV	69	1	12	40	0	HIT	HIT	783
3	experiment	RVvGV	70	0	6	1	0	TNEG	TNEG	1060
3	experiment	RVvGV	71	0	3	1	0	TNEG	TNEG	991
3	experiment	RVvGV	72	0	18	1	0	TNEG	TNEG	1402
3	experiment	RVvGV	73	0	18	1	0	TNEG	TNEG	954
3	experiment	RVvGV	74	1	3	40	0	HIT	HIT	783
3	experiment	RVvGV	75	0	12	1	0	TNEG	TNEG	743
3	experiment	RVvGV	76	1	3	40	0	HIT	HIT	559
3	experiment	RVvGV	77	0	3	1	0	TNEG	TNEG	791
3	experiment	RVvGV	78	1	12	40	0	HIT	HIT	479
3	experiment	RVvGV	79	1	18	40	0	HIT	HIT	449
3	experiment	RVvGV	80	1	6	40	0	HIT	HIT	420
3	experiment	RVvGV	81	0	3	1	0	TNEG	TNEG	743
3	experiment	RVvGV	82	1	12	40	0	HIT	HIT	488
3	experiment	RVvGV	83	1	12	40	0	HIT	HIT	479
3	experiment	RVvGV	84	1	18	40	0	HIT	HIT	434
3	experiment	RVvGV	85	1	12	40	0	HIT	HIT	455
3	experiment	RVvGV	86	1	3	40	0	HIT	HIT	519
3	experiment	RVvGV	87	1	6	40	0	HIT	HIT	452
3	experiment	RVvGV	88	1	6	40	0	HIT	HIT	477
3	experiment	RVvGV	89	1	3	40	0	HIT	HIT	415
3	experiment	RVvGV	90	0	18	1	0	TNEG	TNEG	922
3	experiment	RVvGV	91	1	6	40	0	HIT	HIT	468
3	experiment	RVvGV	92	0	6	1	0	TNEG	TNEG	1053
3	experiment	RVvGV	93	0	12	1	0	TNEG	TNEG	880
3	experiment	RVvGV	94	0	3	1	0	TNEG	TNEG	1071
3	experiment	RVvGV	95	0	12	1	0	TNEG	TNEG	1023
3	experiment	RVvGV	96	0	12	1	0	TNEG	TNEG	799
3	experiment	RVvGV	97	0	18	1	0	TNEG	TNEG	929
3	experiment	RVvGV	98	1	6	40	0	HIT	HIT	764
3	experiment	RVvGV	99	1	6	40	0	HIT	HIT	492
3	experiment	RVvGV	100	0	12	1	0	TNEG	TNEG	943
3	experiment	RVvGV	101	1	18	40	0	HIT	HIT	1474
3	experiment	RVvGV	102	0	18	1	0	TNEG	TNEG	882
3	experiment	RVvGV	103	0	12	1	0	TNEG	TNEG	1158
3	experiment	RVvGV	104	1	18	40	0	HIT	HIT	850
3	experiment	RVvGV	105	0	18	1	0	TNEG	TNEG	1019
3	experiment	RVvGV	106	1	12	40	0	HIT	HIT	943
3	experiment	RVvGV	107	0	18	1	0	TNEG	TNEG	1226
3	experiment	RVvGV	108	0	18	1	0	TNEG	TNEG	1354
3	experiment	RVvGV	109	0	18	1	0	TNEG	TNEG	866
3	experiment	RVvGV	110	0	6	1	0	TNEG	TNEG	1084
3	experiment	RVvGV	111	0	3	1	0	TNEG	TNEG	839
3	experiment	RVvGV	112	0	12	1	0	TNEG	TNEG	775
3	experiment	RVvGV	113	0	18	1	0	TNEG	TNEG	706
3	experiment	RVvGV	114	1	12	40	0	HIT	HIT	816
3	experiment	RVvGV	115	0	18	1	0	TNEG	TNEG	1250
3	experiment	RVvGV	116	1	18	40	0	HIT	HIT	954
3	experiment	RVvGV	117	1	6	40	0	HIT	HIT	861
3	experiment	RVvGV	118	1	6	40	0	HIT	HIT	660
3	experiment	RVvGV	119	1	3	40	0	HIT	HIT	712
3	experiment	RVvGV	120	0	18	1	0	TNEG	TNEG	1306
3	experiment	RVvGV	121	0	12	1	0	TNEG	TNEG	975
3	experiment	RVvGV	122	1	6	40	0	HIT	HIT	812
3	experiment	RVvGV	123	1	18	40	0	HIT	HIT	874
3	experiment	RVvGV	124	1	18	40	0	HIT	HIT	713
3	experiment	RVvGV	125	1	3	40	0	HIT	HIT	830
3	experiment	RVvGV	126	0	6	1	0	TNEG	TNEG	964
3	experiment	RVvGV	127	0	3	1	0	TNEG	TNEG	1279
3	experiment	RVvGV	128	0	3	1	0	TNEG	TNEG	815
3	experiment	RVvGV	129	0	12	1	0	TNEG	TNEG	879
3	experiment	RVvGV	130	1	6	40	0	HIT	HIT	877
3	experiment	RVvGV	131	0	12	1	0	TNEG	TNEG	966
3	experiment	RVvGV	132	1	3	40	0	HIT	HIT	783
3	experiment	RVvGV	133	0	12	1	0	TNEG	TNEG	768
3	experiment	RVvGV	134	0	18	1	0	TNEG	TNEG	722
3	experiment	RVvGV	135	1	12	40	0	HIT	HIT	791
3	experiment	RVvGV	136	0	3	1	0	TNEG	TNEG	800
3	experiment	RVvGV	137	1	12	40	0	HIT	HIT	743
3	experiment	RVvGV	138	1	6	40	0	HIT	HIT	500
3	experiment	RVvGV	139	0	3	1	0	TNEG	TNEG	727
3	experiment	RVvGV	140	1	6	40	0	HIT	HIT	749
3	experiment	RVvGV	141	1	6	40	0	HIT	HIT	668
3	experiment	RVvGV	142	0	6	1	0	TNEG	TNEG	820
3	experiment	RVvGV	143	0	18	1	0	TNEG	TNEG	802
3	experiment	RVvGV	144	1	12	40	0	HIT	HIT	751
3	experiment	RVvGV	145	0	3	1	0	TNEG	TNEG	799
3	experiment	RVvGV	146	1	12	40	0	HIT	HIT	822
3	experiment	RVvGV	147	0	3	1	0	TNEG	TNEG	783
3	experiment	RVvGV	148	0	3	1	0	TNEG	TNEG	719
3	experiment	RVvGV	149	1	12	40	0	HIT	HIT	895
3	experiment	RVvGV	150	0	18	1	0	TNEG	TNEG	794
3	experiment	RVvGV	151	0	3	1	0	TNEG	TNEG	766
3	experiment	RVvGV	152	0	18	1	0	TNEG	TNEG	706
3	experiment	RVvGV	153	1	12	40	0	HIT	HIT	1079
3	experiment	RVvGV	154	1	3	40	0	HIT	HIT	871
3	experiment	RVvGV	155	1	18	40	0	HIT	HIT	826
3	experiment	RVvGV	156	1	12	40	0	HIT	HIT	551
3	experiment	RVvGV	157	0	6	1	0	TNEG	TNEG	1036
3	experiment	RVvGV	158	0	6	1	0	TNEG	TNEG	973
3	experiment	RVvGV	159	0	3	1	0	TNEG	TNEG	863
3	experiment	RVvGV	160	1	3	40	0	HIT	HIT	743
3	experiment	RVvGV	161	0	3	1	0	TNEG	TNEG	767
3	experiment	RVvGV	162	0	18	1	0	TNEG	TNEG	938
3	experiment	RVvGV	163	1	3	40	0	HIT	HIT	687
3	experiment	RVvGV	164	0	12	1	0	TNEG	TNEG	671
3	experiment	RVvGV	165	0	3	1	0	TNEG	TNEG	783
3	experiment	RVvGV	166	0	6	1	0	TNEG	TNEG	724
3	experiment	RVvGV	167	0	6	1	0	TNEG	TNEG	709
3	experiment	RVvGV	168	1	6	40	0	HIT	HIT	724
3	experiment	RVvGV	169	0	6	1	0	TNEG	TNEG	669
3	experiment	RVvGV	170	0	12	1	0	TNEG	TNEG	735
3	experiment	RVvGV	171	1	18	40	0	HIT	HIT	514
3	experiment	RVvGV	172	0	12	1	0	TNEG	TNEG	782
3	experiment	RVvGV	173	0	18	1	0	TNEG	TNEG	690
3	experiment	RVvGV	174	1	3	40	0	HIT	HIT	463
3	experiment	RVvGV	175	1	18	40	0	HIT	HIT	450
3	experiment	RVvGV	176	0	3	1	0	TNEG	TNEG	863
3	experiment	RVvGV	177	1	12	40	0	HIT	HIT	599
3	experiment	RVvGV	178	0	12	1	0	TNEG	TNEG	734
3	experiment	RVvGV	179	1	6	40	0	HIT	HIT	748
3	experiment	RVvGV	180	0	3	1	0	TNEG	TNEG	759
3	experiment	RVvGV	181	1	12	40	0	HIT	HIT	455
3	experiment	RVvGV	182	1	12	40	0	HIT	HIT	440
3	experiment	RVvGV	183	0	6	1	0	TNEG	TNEG	749
3	experiment	RVvGV	184	1	18	40	0	HIT	HIT	514
3	experiment	RVvGV	185	0	18	1	0	TNEG	TNEG	794
3	experiment	RVvGV	186	0	3	1	0	TNEG	TNEG	847
3	experiment	RVvGV	187	0	12	1	0	TNEG	TNEG	743
3	experiment	RVvGV	188	0	6	1	0	TNEG	TNEG	724
3	experiment	RVvGV	189	0	3	1	0	TNEG	TNEG	664
3	experiment	RVvGV	190	1	18	40	0	HIT	HIT	961
3	experiment	RVvGV	191	1	12	40	0	HIT	HIT	735
3	experiment	RVvGV	192	1	3	40	0	HIT	HIT	472
3	experiment	RVvGV	193	0	18	1	0	TNEG	TNEG	905
3	experiment	RVvGV	194	1	3	40	0	HIT	HIT	943
3	experiment	RVvGV	195	1	3	40	0	HIT	HIT	703
3	experiment	RVvGV	196	1	12	40	0	HIT	HIT	487
3	experiment	RVvGV	197	0	12	1	0	TNEG	TNEG	911
3	experiment	RVvGV	198	0	6	1	0	TNEG	TNEG	1005
3	experiment	RVvGV	199	1	12	40	0	HIT	HIT	1127
3	experiment	RVvGV	200	1	6	40	0	HIT	HIT	589
3	experiment	RVvGV	201	1	12	40	0	HIT	HIT	767
3	experiment	RVvGV	202	1	6	40	0	HIT	HIT	540
3	experiment	RVvGV	203	0	6	1	0	TNEG	TNEG	1253
3	experiment	RVvGV	204	0	3	1	0	TNEG	TNEG	1007
3	experiment	RVvGV	205	0	18	1	0	TNEG	TNEG	1154
3	experiment	RVvGV	206	1	12	40	0	HIT	HIT	855
3	experiment	RVvGV	207	0	6	1	0	TNEG	TNEG	900
3	experiment	RVvGV	208	0	12	1	0	TNEG	TNEG	759
3	experiment	RVvGV	209	0	3	1	0	TNEG	TNEG	813
3	experiment	RVvGV	210	1	18	40	0	HIT	HIT	930
3	experiment	RVvGV	211	0	12	1	0	TNEG	TNEG	816
3	experiment	RVvGV	212	1	12	40	0	HIT	HIT	751
3	experiment	RVvGV	213	0	18	1	0	TNEG	TNEG	754
3	experiment	RVvGV	214	1	12	40	0	HIT	HIT	448
3	experiment	RVvGV	215	0	3	1	0	TNEG	TNEG	760
3	experiment	RVvGV	216	1	6	40	0	HIT	HIT	508
3	experiment	RVvGV	217	0	6	1	0	TNEG	TNEG	588
3	experiment	RVvGV	218	1	6	40	0	HIT	HIT	532
3	experiment	RVvGV	219	1	18	40	0	HIT	HIT	538
3	experiment	RVvGV	220	0	18	1	0	TNEG	TNEG	602
3	experiment	RVvGV	221	0	12	1	0	TNEG	TNEG	583
3	experiment	RVvGV	222	0	3	1	0	TNEG	TNEG	847
3	experiment	RVvGV	223	0	3	1	0	TNEG	TNEG	1104
3	experiment	RVvGV	224	0	12	1	0	TNEG	TNEG	791
3	experiment	RVvGV	225	0	6	1	0	TNEG	TNEG	733
3	experiment	RVvGV	226	0	12	1	0	TNEG	TNEG	855
3	experiment	RVvGV	227	1	18	40	0	HIT	HIT	874
3	experiment	RVvGV	228	1	18	40	0	HIT	HIT	763
3	experiment	RVvGV	229	1	12	40	0	HIT	HIT	703
3	experiment	RVvGV	230	1	12	40	0	HIT	HIT	463
3	experiment	RVvGV	231	0	18	1	0	TNEG	TNEG	873
3	experiment	RVvGV	232	0	6	1	0	TNEG	TNEG	1379
3	experiment	RVvGV	233	0	12	1	0	TNEG	TNEG	823
3	experiment	RVvGV	234	1	3	40	0	HIT	HIT	759
3	experiment	RVvGV	235	1	3	40	0	HIT	HIT	655
3	experiment	RVvGV	236	0	12	1	0	TNEG	TNEG	976
